,id,first_name,last_name,party,district,state,total_votes,missed_votes,seniority,missed_votes_pct,votes_with_party_pct,State_Disct
93,C001063,Henry,Cuellar,D,28,TX,1212.0,19.0,14,1.57,80.39,TX-28
94,C001048,John,Culberson,R,7,TX,1212.0,31.0,18,2.56,97.46,TX-7
95,C000984,Elijah,Cummings,D,7,MD,1212.0,402.0,24,33.17,95.06,MD-7
96,C001107,Carlos,Curbelo,R,26,FL,1212.0,90.0,4,7.43,87.08,FL-26
97,C001114,John,Curtis,R,3,UT,587.0,10.0,2,1.7,97.4,UT-3
98,D000626,Warren,Davidson,R,8,OH,1212.0,11.0,4,0.91,93.76,OH-8
99,D000598,Susan,Davis,D,53,CA,1212.0,32.0,18,2.64,94.32,CA-53
100,D000619,Rodney,Davis,R,13,IL,1212.0,44.0,6,3.63,93.66,IL-13
101,D000096,Danny,Davis,D,7,IL,1212.0,170.0,22,14.03,94.43,IL-7
102,D000191,Peter,DeFazio,D,4,OR,1212.0,47.0,32,3.88,93.05,OR-4
103,D000197,Diana,DeGette,D,1,CO,1212.0,78.0,22,6.44,94.09,CO-1
104,D000620,John,Delaney,D,6,MD,1212.0,39.0,6,3.22,92.92,MD-6
105,D000216,Rosa,DeLauro,D,3,CT,1212.0,81.0,28,6.68,95.14,CT-3
106,D000617,Suzan,DelBene,D,1,WA,1212.0,2.0,8,0.17,93.64,WA-1
107,D000627,Val,Demings,D,10,FL,1212.0,17.0,2,1.4,94.39,FL-10
108,D000612,Jeffrey,Denham,R,10,CA,1212.0,80.0,8,6.6,91.52,CA-10
109,D000604,Charlie,Dent,R,15,PA,892.0,19.0,14,2.13,93.13,PA-15
110,D000621,Ron,DeSantis,R,6,FL,1105.0,116.0,6,10.5,93.63,FL-6
111,D000623,Mark,DeSaulnier,D,11,CA,1212.0,18.0,4,1.49,92.96,CA-11
112,D000616,Scott,DesJarlais,R,4,TN,1212.0,52.0,8,4.29,96.55,TN-4
113,D000610,Ted,Deutch,D,22,FL,1212.0,86.0,10,7.1,93.78,FL-22
114,D000600,Mario,Diaz-Balart,R,25,FL,1212.0,91.0,16,7.51,93.31,FL-25
115,D000624,Debbie,Dingell,D,12,MI,1212.0,13.0,4,1.07,95.91,MI-12
116,D000399,Lloyd,Doggett,D,35,TX,1212.0,22.0,24,1.82,94.12,TX-35
117,D000625,Daniel,Donovan,R,11,NY,1212.0,28.0,4,2.31,92.4,NY-11
118,D000482,Mike,Doyle,D,14,PA,1212.0,24.0,24,1.98,94.95,PA-14
119,D000614,Sean,Duffy,R,7,WI,1212.0,44.0,8,3.63,94.43,WI-7
120,D000533,John,Duncan,R,2,TN,1212.0,28.0,32,2.31,89.02,TN-2
121,D000615,Jeffrey,Duncan,R,3,SC,1212.0,91.0,8,7.51,94.47,SC-3
122,D000628,Neal,Dunn,R,2,FL,1212.0,28.0,2,2.31,97.89,FL-2
123,E000288,Keith,Ellison,D,5,MN,1212.0,210.0,12,17.33,91.82,MN-5
124,E000294,Tom,Emmer,R,6,MN,1212.0,13.0,4,1.07,94.33,MN-6
125,E000179,Eliot,Engel,D,16,NY,1212.0,61.0,30,5.03,94.09,NY-16
126,E000215,Anna,Eshoo,D,18,CA,1212.0,73.0,26,6.02,94.03,CA-18
127,E000297,Adriano,Espaillat,D,13,NY,1212.0,13.0,2,1.07,94.08,NY-13
128,E000298,Ron,Estes,R,4,KS,988.0,10.0,2,1.01,98.06,KS-4
129,E000293,Elizabeth,Esty,D,5,CT,1211.0,5.0,6,0.41,94.86,CT-5
130,E000296,Dwight,Evans,D,2,PA,1212.0,10.0,4,0.83,94.26,PA-2
131,F000460,Blake,Farenthold,R,27,TX,841.0,6.0,8,0.71,96.17,TX-27
132,F000464,John,Faso,R,19,NY,1212.0,8.0,2,0.66,88.87,NY-19
133,F000465,A.,Ferguson,R,3,GA,1212.0,6.0,2,0.5,97.84,GA-3
134,F000466,Brian,Fitzpatrick,R,8,PA,1212.0,4.0,2,0.33,81.04,PA-8
135,F000459,Chuck,Fleischmann,R,3,TN,1212.0,1.0,8,0.08,96.78,TN-3
136,F000461,Bill,Flores,R,17,TX,1212.0,30.0,8,2.48,94.75,TX-17
137,F000449,Jeff,Fortenberry,R,1,NE,1212.0,30.0,14,2.48,93.57,NE-1
138,F000454,Bill,Foster,D,11,IL,1212.0,26.0,6,2.15,93.42,IL-11
139,F000450,Virginia,Foxx,R,5,NC,1212.0,1.0,12,0.08,92.9,NC-5
140,F000462,Lois,Frankel,D,21,FL,1212.0,83.0,6,6.85,94.33,FL-21
141,F000448,Trent,Franks,R,8,AZ,673.0,25.0,16,3.71,95.06,AZ-8
142,F000372,Rodney,Frelinghuysen,R,11,NJ,1212.0,24.0,24,1.98,95.37,NJ-11
143,F000455,Marcia,Fudge,D,11,OH,1212.0,47.0,12,3.88,94.42,OH-11
144,G000571,Tulsi,Gabbard,D,2,HI,1212.0,68.0,6,5.61,92.22,HI-2
145,G000578,Matt,Gaetz,R,1,FL,1212.0,62.0,2,5.12,88.87,FL-1
146,G000579,Mike,Gallagher,R,8,WI,1212.0,16.0,2,1.32,92.39,WI-8
147,G000574,Ruben,Gallego,D,7,AZ,1212.0,32.0,4,2.64,94.24,AZ-7
148,G000559,John,Garamendi,D,3,CA,1212.0,51.0,10,4.21,92.94,CA-3
149,G000580,Thomas,Garrett,R,5,VA,1212.0,131.0,2,10.81,90.1,VA-5
150,G000584,Greg,Gianforte,R,At-Large,MT,899.0,10.0,2,1.11,96.06,MT-At-Large
151,G000563,Bob,Gibbs,R,7,OH,1212.0,8.0,8,0.66,96.51,OH-7
152,G000552,Louie,Gohmert,R,1,TX,1212.0,74.0,14,6.11,90.16,TX-1
153,G000585,Jimmy,Gomez,D,34,CA,865.0,26.0,2,3.01,93.92,CA-34
154,G000581,Vicente,Gonzalez,D,15,TX,1212.0,40.0,2,3.3,88.74,TX-15
155,G000582,Jenniffer,González-Colón,R,At-Large,PR,,,2,,,PR-At-Large
156,G000289,Robert,Goodlatte,R,6,VA,1212.0,23.0,26,1.9,97.39,VA-6
157,G000565,Paul,Gosar,R,4,AZ,1212.0,54.0,8,4.46,88.69,AZ-4
158,G000583,Josh,Gottheimer,D,5,NJ,1212.0,16.0,2,1.32,83.53,NJ-5
159,G000566,Trey,Gowdy,R,4,SC,1212.0,118.0,8,9.74,98.26,SC-4
160,G000377,Kay,Granger,R,12,TX,1212.0,73.0,22,6.02,97.63,TX-12
161,G000577,Garret,Graves,R,6,LA,1212.0,30.0,4,2.48,94.08,LA-6
162,G000546,Sam,Graves,R,6,MO,1212.0,93.0,18,7.67,93.83,MO-6
163,G000560,Tom,Graves,R,14,GA,1212.0,14.0,10,1.16,93.91,GA-14
164,G000553,Al,Green,D,9,TX,1212.0,23.0,14,1.9,94.37,TX-9
165,G000410,Gene,Green,D,29,TX,1212.0,61.0,26,5.03,90.44,TX-29
166,G000568,Morgan,Griffith,R,9,VA,1212.0,20.0,8,1.65,92.62,VA-9
167,G000551,Raúl,Grijalva,D,3,AZ,1212.0,89.0,16,7.34,95.01,AZ-3
168,G000576,Glenn,Grothman,R,6,WI,1212.0,35.0,4,2.89,93.8,WI-6
169,G000558,Brett,Guthrie,R,2,KY,1212.0,6.0,10,0.5,98.34,KY-2
170,G000535,Luis,Gutiérrez,D,4,IL,1212.0,268.0,26,22.11,92.69,IL-4
171,H001050,Colleen,Hanabusa,D,1,HI,1212.0,179.0,4,14.77,94.09,HI-1
172,H001078,Karen,Handel,R,6,GA,887.0,2.0,2,0.23,98.08,GA-6
173,H001045,Gregg,Harper,R,3,MS,1212.0,44.0,10,3.63,97.43,MS-3
174,H001052,Andy,Harris,R,1,MD,1212.0,32.0,8,2.64,93.56,MD-1
175,H001053,Vicky,Hartzler,R,4,MO,1212.0,32.0,8,2.64,96.36,MO-4
176,H000324,Alcee,Hastings,D,20,FL,1212.0,83.0,26,6.85,93.71,FL-20
177,H001064,Denny,Heck,D,10,WA,1212.0,3.0,6,0.25,93.47,WA-10
178,H001036,Jeb,Hensarling,R,5,TX,1212.0,17.0,16,1.4,97.32,TX-5
179,H001082,Kevin,Hern,R,1,OK,84.0,0.0,2,0.0,97.62,OK-1
180,H001056,Jaime,Herrera Beutler,R,3,WA,1212.0,15.0,8,1.24,92.06,WA-3
181,H001071,Jody,Hice,R,10,GA,1212.0,17.0,4,1.4,92.13,GA-10
182,H001038,Brian,Higgins,D,26,NY,1212.0,42.0,12,3.47,94.96,NY-26
183,H001077,Clay,Higgins,R,3,LA,1212.0,38.0,2,3.14,97.87,LA-3
184,H001072,French,Hill,R,2,AR,1212.0,14.0,4,1.16,95.49,AR-2
185,H001047,Jim,Himes,D,4,CT,1212.0,21.0,10,1.73,92.11,CT-4
186,H001065,George,Holding,R,2,NC,1212.0,31.0,6,2.56,94.33,NC-2
187,H001074,Trey,Hollingsworth,R,9,IN,1212.0,31.0,2,2.56,95.77,IN-9
188,H000874,Steny,Hoyer,D,5,MD,1212.0,61.0,38,5.03,95.66,MD-5
189,H001067,Richard,Hudson,R,8,NC,1212.0,80.0,6,6.6,93.73,NC-8
190,H001068,Jared,Huffman,D,2,CA,1212.0,66.0,6,5.45,92.15,CA-2
191,H001058,Bill,Huizenga,R,2,MI,1212.0,45.0,8,3.71,95.89,MI-2
192,H001059,Randy,Hultgren,R,14,IL,1212.0,70.0,8,5.78,97.2,IL-14
193,H001048,Duncan,Hunter,R,50,CA,1212.0,37.0,10,3.05,94.81,CA-50
194,H001073,Will,Hurd,R,23,TX,1212.0,26.0,4,2.15,93.17,TX-23
195,I000056,Darrell,Issa,R,49,CA,1212.0,102.0,18,8.42,96.04,CA-49
196,J000032,Sheila,Jackson Lee,D,18,TX,1212.0,36.0,24,2.97,93.71,TX-18
197,J000298,Pramila,Jayapal,D,7,WA,1212.0,23.0,2,1.9,93.44,WA-7
198,J000294,Hakeem,Jeffries,D,8,NY,1212.0,45.0,6,3.71,94.34,NY-8
199,J000297,Evan,Jenkins,R,3,WV,1127.0,92.0,4,8.16,91.69,WV-3
200,J000290,Lynn,Jenkins,R,2,KS,1212.0,117.0,10,9.65,94.25,KS-2
201,J000288,Hank,Johnson,D,4,GA,1212.0,41.0,12,3.38,92.91,GA-4
202,J000292,Bill,Johnson,R,6,OH,1212.0,17.0,8,1.4,94.14,OH-6
203,J000299,Mike,Johnson,R,4,LA,1212.0,23.0,2,1.9,96.8,LA-4
204,J000174,Sam,Johnson,R,3,TX,1212.0,182.0,28,15.02,97.67,TX-3
205,J000126,Eddie,Johnson,D,30,TX,1212.0,102.0,26,8.42,94.41,TX-30
206,J000255,Walter,Jones,R,3,NC,1212.0,231.0,24,19.06,60.86,NC-3
207,J000303,Brenda,Jones,D,13,MI,78.0,0.0,2,0.0,98.72,MI-13
208,J000289,Jim,Jordan,R,4,OH,1212.0,27.0,12,2.23,90.63,OH-4
209,J000295,Dave,Joyce,R,14,OH,1212.0,26.0,6,2.15,92.07,OH-14
210,K000009,Marcy,Kaptur,D,9,OH,1212.0,23.0,36,1.9,93.69,OH-9
211,K000386,John,Katko,R,24,NY,1212.0,38.0,4,3.14,88.59,NY-24
212,K000375,Bill,Keating,D,9,MA,1212.0,101.0,8,8.33,94.24,MA-9
213,K000388,Trent,Kelly,R,1,MS,1212.0,7.0,4,0.58,96.76,MS-1
214,K000376,Mike,Kelly,R,3,PA,1212.0,24.0,8,1.98,95.88,PA-3
215,K000385,Robin,Kelly,D,2,IL,1212.0,38.0,6,3.14,95.23,IL-2
216,K000379,Joseph,Kennedy,D,4,MA,1212.0,108.0,6,8.91,95.02,MA-4
217,K000389,Ro,Khanna,D,17,CA,1212.0,10.0,2,0.83,94.01,CA-17
218,K000390,Ruben,Kihuen,D,4,NV,1212.0,31.0,2,2.56,94.07,NV-4
219,K000380,Dan,Kildee,D,5,MI,1212.0,10.0,6,0.83,94.18,MI-5
220,K000381,Derek,Kilmer,D,6,WA,1212.0,2.0,6,0.17,93.88,WA-6
221,K000188,Ron,Kind,D,3,WI,1212.0,103.0,22,8.5,90.26,WI-3
222,K000362,Steve,King,R,4,IA,1212.0,19.0,16,1.57,95.39,IA-4
223,K000210,Peter,King,R,2,NY,1212.0,50.0,26,4.13,91.82,NY-2
224,K000378,Adam,Kinzinger,R,16,IL,1212.0,33.0,8,2.72,91.86,IL-16
225,K000387,Steve,Knight,R,25,CA,1212.0,29.0,4,2.39,93.32,CA-25
226,K000391,Raja,Krishnamoorthi,D,8,IL,1212.0,2.0,2,0.17,94.55,IL-8
227,K000382,Ann,Kuster,D,2,NH,1212.0,41.0,6,3.38,91.63,NH-2
228,K000392,David,Kustoff,R,8,TN,1212.0,27.0,2,2.23,97.97,TN-8
229,L000573,Raúl,Labrador,R,1,ID,1212.0,173.0,8,14.27,93.17,ID-1
230,L000585,Darin,LaHood,R,18,IL,1212.0,11.0,4,0.91,94.25,IL-18
231,L000578,Doug,LaMalfa,R,1,CA,1212.0,29.0,6,2.39,96.7,CA-1
232,L000588,Conor,Lamb,D,18,PA,362.0,2.0,2,0.55,85.28,PA-18
233,L000564,Doug,Lamborn,R,5,CO,1212.0,16.0,12,1.32,96.57,CO-5
234,L000567,Leonard,Lance,R,7,NJ,1212.0,2.0,10,0.17,86.2,NJ-7
235,L000559,Jim,Langevin,D,2,RI,1212.0,19.0,18,1.57,95.47,RI-2
236,L000560,Rick,Larsen,D,2,WA,1212.0,38.0,18,3.14,94.63,WA-2
237,L000557,John,Larson,D,1,CT,1212.0,62.0,20,5.12,94.61,CT-1
238,L000566,Robert,Latta,R,5,OH,1212.0,0.0,12,0.0,96.62,OH-5
239,L000581,Brenda,Lawrence,D,14,MI,1212.0,29.0,4,2.39,95.44,MI-14
240,L000586,Al,Lawson,D,5,FL,1212.0,76.0,2,6.27,91.73,FL-5
241,L000551,Barbara,Lee,D,13,CA,1212.0,23.0,22,1.9,92.94,CA-13
242,L000589,Debbie,Lesko,R,8,AZ,333.0,2.0,2,0.6,94.86,AZ-8
243,L000263,Sander,Levin,D,9,MI,1212.0,1.0,36,0.08,95.71,MI-9
244,L000587,Jason,Lewis,R,2,MN,1212.0,33.0,2,2.72,96.35,MN-2
245,L000287,John,Lewis,D,5,GA,1212.0,74.0,32,6.11,94.46,GA-5
246,L000582,Ted,Lieu,D,33,CA,1212.0,107.0,4,8.83,94.03,CA-33
247,L000563,Daniel,Lipinski,D,3,IL,1212.0,55.0,14,4.54,89.2,IL-3
248,L000554,Frank,LoBiondo,R,2,NJ,1212.0,10.0,24,0.83,84.11,NJ-2
249,L000565,Dave,Loebsack,D,2,IA,1212.0,25.0,12,2.06,91.58,IA-2
250,L000397,Zoe,Lofgren,D,19,CA,1212.0,37.0,24,3.05,93.36,CA-19
251,L000576,Billy,Long,R,7,MO,1212.0,114.0,8,9.41,97.36,MO-7
252,L000583,Barry,Loudermilk,R,11,GA,1212.0,83.0,4,6.85,96.55,GA-11
253,L000584,Mia,Love,R,4,UT,1212.0,78.0,4,6.44,95.5,UT-4
254,L000579,Alan,Lowenthal,D,47,CA,1212.0,95.0,6,7.84,94.09,CA-47
255,L000480,Nita,Lowey,D,17,NY,1212.0,14.0,30,1.16,95.49,NY-17
256,L000491,Frank,Lucas,R,3,OK,1212.0,8.0,26,0.66,97.01,OK-3
257,L000569,Blaine,Luetkemeyer,R,3,MO,1212.0,15.0,10,1.24,97.49,MO-3
258,L000570,Ben,Luján,D,3,NM,1212.0,3.0,10,0.25,94.71,NM-3
259,L000580,Michelle,Lujan Grisham,D,1,NM,1208.0,123.0,6,10.18,92.07,NM-1
260,L000562,Stephen,Lynch,D,8,MA,1212.0,45.0,18,3.71,93.06,MA-8
